benchmark,relative_path,extension,size_bytes,record_count,parse_status,keys
RWKU,Target/144_Faith_Hill/negative.json,.json,1091436,582,ok,id|intro|subject|text
RWKU,Target/144_Faith_Hill/positive.json,.json,988241,582,ok,id|intro|subject|text
RWKU,Target/144_Faith_Hill/truthful.json,.json,68176,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/144_Faith_Hill/pair.json,.json,2076293,582,ok,id|intro|prompt|response|subject
RWKU,Target/144_Faith_Hill/neighbor_level1.json,.json,7481,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/179_Elizabeth_Hurley/forget_level2.json,.json,2351,10,ok,answer|level|query|subject|type
RWKU,Target/179_Elizabeth_Hurley/positive_phi.json,.json,1254409,582,ok,id|intro|subject|text
RWKU,Target/179_Elizabeth_Hurley/retain_bbh.json,.json,273549,81,ok,answer|cot|question|subject|task
RWKU,Target/179_Elizabeth_Hurley/forget_level1.json,.json,2403,11,ok,answer|level|query|subject|type
RWKU,Target/179_Elizabeth_Hurley/passage.json,.json,11029,17,ok,subject|text
RWKU,Target/179_Elizabeth_Hurley/retain_mmlu.json,.json,677081,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/179_Elizabeth_Hurley/fluency.json,.json,11460,50,ok,instruction|subject
RWKU,Target/179_Elizabeth_Hurley/intro.json,.json,156,1,ok,intro|target
RWKU,Target/179_Elizabeth_Hurley/neighbor_level2.json,.json,8426,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/179_Elizabeth_Hurley/forget_level3.json,.json,9577,33,ok,answer|level|query|subject|type
RWKU,Target/179_Elizabeth_Hurley/forget_mia.json,.json,9411,9,ok,ngram|subject|text
RWKU,Target/179_Elizabeth_Hurley/negative_phi.json,.json,1264394,582,ok,id|intro|subject|text
RWKU,Target/179_Elizabeth_Hurley/retain_mia.json,.json,28367,33,ok,ngram|subject|text
RWKU,Target/179_Elizabeth_Hurley/reject.json,.json,112997,300,ok,input|instruction|intro|output|subject
RWKU,Target/179_Elizabeth_Hurley/pair_phi.json,.json,2511927,582,ok,id|intro|prompt|response|subject
RWKU,Target/179_Elizabeth_Hurley/reject_phi.json,.json,126535,300,ok,input|instruction|intro|output|subject
RWKU,Target/179_Elizabeth_Hurley/triviaqa.json,.json,52443,100,ok,answers|question|subject
RWKU,Target/179_Elizabeth_Hurley/negative.json,.json,1092538,582,ok,id|intro|subject|text
RWKU,Target/179_Elizabeth_Hurley/positive.json,.json,905673,582,ok,id|intro|subject|text
RWKU,Target/179_Elizabeth_Hurley/truthful.json,.json,72275,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/179_Elizabeth_Hurley/pair.json,.json,1991335,582,ok,id|intro|prompt|response|subject
RWKU,Target/179_Elizabeth_Hurley/neighbor_level1.json,.json,8723,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/142_Jimmy_Carter/forget_level2.json,.json,3495,16,ok,answer|level|query|subject|type
RWKU,Target/142_Jimmy_Carter/positive_phi.json,.json,1357151,582,ok,id|intro|subject|text
RWKU,Target/142_Jimmy_Carter/retain_bbh.json,.json,273027,81,ok,answer|cot|question|subject|task
RWKU,Target/142_Jimmy_Carter/forget_level1.json,.json,4183,20,ok,answer|level|query|subject|type
RWKU,Target/142_Jimmy_Carter/passage.json,.json,104005,180,ok,subject|text
RWKU,Target/142_Jimmy_Carter/retain_mmlu.json,.json,677976,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/142_Jimmy_Carter/fluency.json,.json,10687,50,ok,instruction|subject
RWKU,Target/142_Jimmy_Carter/intro.json,.json,177,1,ok,intro|target
RWKU,Target/142_Jimmy_Carter/neighbor_level2.json,.json,8113,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/142_Jimmy_Carter/forget_level3.json,.json,11375,40,ok,answer|level|query|subject|type
RWKU,Target/142_Jimmy_Carter/forget_mia.json,.json,46876,59,ok,ngram|subject|text
RWKU,Target/142_Jimmy_Carter/negative_phi.json,.json,1367135,582,ok,id|intro|subject|text
RWKU,Target/142_Jimmy_Carter/retain_mia.json,.json,36104,41,ok,ngram|subject|text
RWKU,Target/142_Jimmy_Carter/reject.json,.json,128522,300,ok,input|instruction|intro|output|subject
RWKU,Target/142_Jimmy_Carter/pair_phi.json,.json,2719738,582,ok,id|intro|prompt|response|subject
RWKU,Target/142_Jimmy_Carter/reject_phi.json,.json,135695,300,ok,input|instruction|intro|output|subject
RWKU,Target/142_Jimmy_Carter/triviaqa.json,.json,62206,100,ok,answers|question|subject
RWKU,Target/142_Jimmy_Carter/negative.json,.json,1001701,582,ok,id|intro|subject|text
RWKU,Target/142_Jimmy_Carter/positive.json,.json,1125743,582,ok,id|intro|subject|text
RWKU,Target/142_Jimmy_Carter/truthful.json,.json,69577,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/142_Jimmy_Carter/pair.json,.json,2122896,582,ok,id|intro|prompt|response|subject
RWKU,Target/142_Jimmy_Carter/neighbor_level1.json,.json,7646,30,ok,answer|level|neighbor|query|subject|type
RWKU,"Target/122_Catherine,_Princess_of_Wales/forget_level2.json",.json,2539,11,ok,answer|level|query|subject|type
RWKU,"Target/122_Catherine,_Princess_of_Wales/positive_phi.json",.json,1366987,582,ok,id|intro|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/retain_bbh.json",.json,273791,81,ok,answer|cot|question|subject|task
RWKU,"Target/122_Catherine,_Princess_of_Wales/forget_level1.json",.json,4970,20,ok,answer|level|query|subject|type
RWKU,"Target/122_Catherine,_Princess_of_Wales/passage.json",.json,54188,44,ok,subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/retain_mmlu.json",.json,681128,171,ok,answer|choices|examples|question|subject|task
RWKU,"Target/122_Catherine,_Princess_of_Wales/fluency.json",.json,12909,50,ok,instruction|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/intro.json",.json,183,1,ok,intro|target
RWKU,"Target/122_Catherine,_Princess_of_Wales/neighbor_level2.json",.json,8139,28,ok,answer|level|neighbor|query|subject|type
RWKU,"Target/122_Catherine,_Princess_of_Wales/forget_level3.json",.json,8617,28,ok,answer|level|query|subject|type
RWKU,"Target/122_Catherine,_Princess_of_Wales/forget_mia.json",.json,29637,23,ok,ngram|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/negative_phi.json",.json,1376738,582,ok,id|intro|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/retain_mia.json",.json,33708,40,ok,ngram|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/reject.json",.json,119615,300,ok,input|instruction|intro|output|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/pair_phi.json",.json,2729865,582,ok,id|intro|prompt|response|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/reject_phi.json",.json,132456,300,ok,input|instruction|intro|output|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/triviaqa.json",.json,75682,100,ok,answers|question|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/negative.json",.json,1067585,582,ok,id|intro|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/positive.json",.json,914862,582,ok,id|intro|subject|text
RWKU,"Target/122_Catherine,_Princess_of_Wales/truthful.json",.json,76833,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/pair.json",.json,1968587,582,ok,id|intro|prompt|response|subject
RWKU,"Target/122_Catherine,_Princess_of_Wales/neighbor_level1.json",.json,8315,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/37_Chuck_Norris/forget_level2.json,.json,2485,11,ok,answer|level|query|subject|type
RWKU,Target/37_Chuck_Norris/positive_phi.json,.json,1272385,582,ok,id|intro|subject|text
RWKU,Target/37_Chuck_Norris/retain_bbh.json,.json,271964,81,ok,answer|cot|question|subject|task
RWKU,Target/37_Chuck_Norris/forget_level1.json,.json,2433,12,ok,answer|level|query|subject|type
RWKU,Target/37_Chuck_Norris/passage.json,.json,43069,75,ok,subject|text
RWKU,Target/37_Chuck_Norris/retain_mmlu.json,.json,680925,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/37_Chuck_Norris/fluency.json,.json,10004,50,ok,instruction|subject
RWKU,Target/37_Chuck_Norris/intro.json,.json,191,1,ok,intro|target
RWKU,Target/37_Chuck_Norris/neighbor_level2.json,.json,7832,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/37_Chuck_Norris/forget_level3.json,.json,9543,33,ok,answer|level|query|subject|type
RWKU,Target/37_Chuck_Norris/forget_mia.json,.json,28037,30,ok,ngram|subject|text
RWKU,Target/37_Chuck_Norris/negative_phi.json,.json,1300284,582,ok,id|intro|subject|text
RWKU,Target/37_Chuck_Norris/retain_mia.json,.json,35848,35,ok,ngram|subject|text
RWKU,Target/37_Chuck_Norris/reject.json,.json,124799,300,ok,input|instruction|intro|output|subject
RWKU,Target/37_Chuck_Norris/pair_phi.json,.json,2568121,582,ok,id|intro|prompt|response|subject
RWKU,Target/37_Chuck_Norris/reject_phi.json,.json,144689,300,ok,input|instruction|intro|output|subject
RWKU,Target/37_Chuck_Norris/triviaqa.json,.json,57106,100,ok,answers|question|subject
RWKU,Target/37_Chuck_Norris/negative.json,.json,1058142,582,ok,id|intro|subject|text
RWKU,Target/37_Chuck_Norris/positive.json,.json,1167576,582,ok,id|intro|subject|text
RWKU,Target/37_Chuck_Norris/truthful.json,.json,68616,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/37_Chuck_Norris/pair.json,.json,2221170,582,ok,id|intro|prompt|response|subject
RWKU,Target/37_Chuck_Norris/neighbor_level1.json,.json,7846,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/92_Larry_Bird/forget_level2.json,.json,2983,13,ok,answer|level|query|subject|type
RWKU,Target/92_Larry_Bird/positive_phi.json,.json,1262472,582,ok,id|intro|subject|text
RWKU,Target/92_Larry_Bird/retain_bbh.json,.json,272219,81,ok,answer|cot|question|subject|task
RWKU,Target/92_Larry_Bird/forget_level1.json,.json,2839,13,ok,answer|level|query|subject|type
RWKU,Target/92_Larry_Bird/passage.json,.json,41501,119,ok,subject|text
RWKU,Target/92_Larry_Bird/retain_mmlu.json,.json,675455,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/92_Larry_Bird/fluency.json,.json,12749,50,ok,instruction|subject
RWKU,Target/92_Larry_Bird/intro.json,.json,162,1,ok,intro|target
RWKU,Target/92_Larry_Bird/neighbor_level2.json,.json,8503,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/92_Larry_Bird/forget_level3.json,.json,7913,29,ok,answer|level|query|subject|type
RWKU,Target/92_Larry_Bird/forget_mia.json,.json,28347,38,ok,ngram|subject|text
RWKU,Target/92_Larry_Bird/negative_phi.json,.json,1276997,582,ok,id|intro|subject|text
RWKU,Target/92_Larry_Bird/retain_mia.json,.json,32507,34,ok,ngram|subject|text
RWKU,Target/92_Larry_Bird/reject.json,.json,128209,300,ok,input|instruction|intro|output|subject
RWKU,Target/92_Larry_Bird/pair_phi.json,.json,2536085,582,ok,id|intro|prompt|response|subject
RWKU,Target/92_Larry_Bird/reject_phi.json,.json,144180,300,ok,input|instruction|intro|output|subject
RWKU,Target/92_Larry_Bird/triviaqa.json,.json,58668,100,ok,answers|question|subject
RWKU,Target/92_Larry_Bird/negative.json,.json,1093471,582,ok,id|intro|subject|text
RWKU,Target/92_Larry_Bird/positive.json,.json,1170701,582,ok,id|intro|subject|text
RWKU,Target/92_Larry_Bird/truthful.json,.json,69724,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/92_Larry_Bird/pair.json,.json,2260788,582,ok,id|intro|prompt|response|subject
RWKU,Target/92_Larry_Bird/neighbor_level1.json,.json,8085,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/6_Cindy_Crawford/forget_level2.json,.json,3236,14,ok,answer|level|query|subject|type
RWKU,Target/6_Cindy_Crawford/positive_phi.json,.json,1211929,582,ok,id|intro|subject|text
RWKU,Target/6_Cindy_Crawford/retain_bbh.json,.json,272415,81,ok,answer|cot|question|subject|task
RWKU,Target/6_Cindy_Crawford/forget_level1.json,.json,3980,18,ok,answer|level|query|subject|type
RWKU,Target/6_Cindy_Crawford/passage.json,.json,14537,20,ok,subject|text
RWKU,Target/6_Cindy_Crawford/retain_mmlu.json,.json,675556,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/6_Cindy_Crawford/fluency.json,.json,15772,50,ok,instruction|subject
RWKU,Target/6_Cindy_Crawford/intro.json,.json,153,1,ok,intro|target
RWKU,Target/6_Cindy_Crawford/neighbor_level2.json,.json,7653,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/6_Cindy_Crawford/forget_level3.json,.json,7474,25,ok,answer|level|query|subject|type
RWKU,Target/6_Cindy_Crawford/forget_mia.json,.json,11824,11,ok,ngram|subject|text
RWKU,Target/6_Cindy_Crawford/negative_phi.json,.json,1221733,582,ok,id|intro|subject|text
RWKU,Target/6_Cindy_Crawford/retain_mia.json,.json,36365,35,ok,ngram|subject|text
RWKU,Target/6_Cindy_Crawford/reject.json,.json,125499,300,ok,input|instruction|intro|output|subject
RWKU,Target/6_Cindy_Crawford/pair_phi.json,.json,2427950,582,ok,id|intro|prompt|response|subject
RWKU,Target/6_Cindy_Crawford/reject_phi.json,.json,133841,300,ok,input|instruction|intro|output|subject
RWKU,Target/6_Cindy_Crawford/triviaqa.json,.json,65861,100,ok,answers|question|subject
RWKU,Target/6_Cindy_Crawford/negative.json,.json,1124458,582,ok,id|intro|subject|text
RWKU,Target/6_Cindy_Crawford/positive.json,.json,1229544,582,ok,id|intro|subject|text
RWKU,Target/6_Cindy_Crawford/truthful.json,.json,70929,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/6_Cindy_Crawford/pair.json,.json,2348290,582,ok,id|intro|prompt|response|subject
RWKU,Target/6_Cindy_Crawford/neighbor_level1.json,.json,8401,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/63_Dionne_Warwick/forget_level2.json,.json,3393,15,ok,answer|level|query|subject|type
RWKU,Target/63_Dionne_Warwick/positive_phi.json,.json,1231311,582,ok,id|intro|subject|text
RWKU,Target/63_Dionne_Warwick/retain_bbh.json,.json,273292,81,ok,answer|cot|question|subject|task
RWKU,Target/63_Dionne_Warwick/forget_level1.json,.json,2166,10,ok,answer|level|query|subject|type
RWKU,Target/63_Dionne_Warwick/passage.json,.json,54427,68,ok,subject|text
RWKU,Target/63_Dionne_Warwick/retain_mmlu.json,.json,679024,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/63_Dionne_Warwick/fluency.json,.json,12874,50,ok,instruction|subject
RWKU,Target/63_Dionne_Warwick/intro.json,.json,156,1,ok,intro|target
RWKU,Target/63_Dionne_Warwick/neighbor_level2.json,.json,3313,13,ok,answer|level|neighbor|query|subject|type
RWKU,Target/63_Dionne_Warwick/forget_level3.json,.json,6272,21,ok,answer|level|query|subject|type
RWKU,Target/63_Dionne_Warwick/forget_mia.json,.json,42020,44,ok,ngram|subject|text
RWKU,Target/63_Dionne_Warwick/negative_phi.json,.json,1235394,582,ok,id|intro|subject|text
RWKU,Target/63_Dionne_Warwick/retain_mia.json,.json,29897,38,ok,ngram|subject|text
RWKU,Target/63_Dionne_Warwick/reject.json,.json,123507,300,ok,input|instruction|intro|output|subject
RWKU,Target/63_Dionne_Warwick/pair_phi.json,.json,2460993,582,ok,id|intro|prompt|response|subject
RWKU,Target/63_Dionne_Warwick/reject_phi.json,.json,139392,300,ok,input|instruction|intro|output|subject
RWKU,Target/63_Dionne_Warwick/triviaqa.json,.json,65736,100,ok,answers|question|subject
RWKU,Target/63_Dionne_Warwick/negative.json,.json,1134530,582,ok,id|intro|subject|text
RWKU,Target/63_Dionne_Warwick/positive.json,.json,1131039,582,ok,id|intro|subject|text
RWKU,Target/63_Dionne_Warwick/truthful.json,.json,67170,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/63_Dionne_Warwick/pair.json,.json,2259857,582,ok,id|intro|prompt|response|subject
RWKU,Target/63_Dionne_Warwick/neighbor_level1.json,.json,7672,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/39_Linda_Hamilton/forget_level2.json,.json,3339,15,ok,answer|level|query|subject|type
RWKU,Target/39_Linda_Hamilton/positive_phi.json,.json,1276059,582,ok,id|intro|subject|text
RWKU,Target/39_Linda_Hamilton/retain_bbh.json,.json,273537,81,ok,answer|cot|question|subject|task
RWKU,Target/39_Linda_Hamilton/forget_level1.json,.json,3792,17,ok,answer|level|query|subject|type
RWKU,Target/39_Linda_Hamilton/passage.json,.json,20257,19,ok,subject|text
RWKU,Target/39_Linda_Hamilton/retain_mmlu.json,.json,679043,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/39_Linda_Hamilton/fluency.json,.json,12977,50,ok,instruction|subject
RWKU,Target/39_Linda_Hamilton/intro.json,.json,177,1,ok,intro|target
RWKU,Target/39_Linda_Hamilton/neighbor_level2.json,.json,8275,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/39_Linda_Hamilton/forget_level3.json,.json,10766,39,ok,answer|level|query|subject|type
RWKU,Target/39_Linda_Hamilton/forget_mia.json,.json,16285,16,ok,ngram|subject|text
RWKU,Target/39_Linda_Hamilton/negative_phi.json,.json,1290780,582,ok,id|intro|subject|text
RWKU,Target/39_Linda_Hamilton/retain_mia.json,.json,29288,30,ok,ngram|subject|text
RWKU,Target/39_Linda_Hamilton/reject.json,.json,126441,300,ok,input|instruction|intro|output|subject
RWKU,Target/39_Linda_Hamilton/pair_phi.json,.json,2561127,582,ok,id|intro|prompt|response|subject
RWKU,Target/39_Linda_Hamilton/reject_phi.json,.json,138085,300,ok,input|instruction|intro|output|subject
RWKU,Target/39_Linda_Hamilton/triviaqa.json,.json,70144,100,ok,answers|question|subject
RWKU,Target/39_Linda_Hamilton/negative.json,.json,1073279,582,ok,id|intro|subject|text
RWKU,Target/39_Linda_Hamilton/positive.json,.json,975837,582,ok,id|intro|subject|text
RWKU,Target/39_Linda_Hamilton/truthful.json,.json,69363,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/39_Linda_Hamilton/pair.json,.json,2043404,582,ok,id|intro|prompt|response|subject
RWKU,Target/39_Linda_Hamilton/neighbor_level1.json,.json,8139,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/18_John_D._Rockefeller/forget_level2.json,.json,2374,10,ok,answer|level|query|subject|type
RWKU,Target/18_John_D._Rockefeller/positive_phi.json,.json,1331156,582,ok,id|intro|subject|text
RWKU,Target/18_John_D._Rockefeller/retain_bbh.json,.json,273349,81,ok,answer|cot|question|subject|task
RWKU,Target/18_John_D._Rockefeller/forget_level1.json,.json,4537,20,ok,answer|level|query|subject|type
RWKU,Target/18_John_D._Rockefeller/passage.json,.json,56331,63,ok,subject|text
RWKU,Target/18_John_D._Rockefeller/retain_mmlu.json,.json,683449,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/18_John_D._Rockefeller/fluency.json,.json,14467,50,ok,instruction|subject
RWKU,Target/18_John_D._Rockefeller/intro.json,.json,175,1,ok,intro|target
RWKU,Target/18_John_D._Rockefeller/neighbor_level2.json,.json,7186,26,ok,answer|level|neighbor|query|subject|type
RWKU,Target/18_John_D._Rockefeller/forget_level3.json,.json,9685,32,ok,answer|level|query|subject|type
RWKU,Target/18_John_D._Rockefeller/forget_mia.json,.json,47100,42,ok,ngram|subject|text
RWKU,Target/18_John_D._Rockefeller/negative_phi.json,.json,1336118,582,ok,id|intro|subject|text
RWKU,Target/18_John_D._Rockefeller/retain_mia.json,.json,38261,41,ok,ngram|subject|text
RWKU,Target/18_John_D._Rockefeller/reject.json,.json,132349,300,ok,input|instruction|intro|output|subject
RWKU,Target/18_John_D._Rockefeller/pair_phi.json,.json,2658652,582,ok,id|intro|prompt|response|subject
RWKU,Target/18_John_D._Rockefeller/reject_phi.json,.json,139019,300,ok,input|instruction|intro|output|subject
RWKU,Target/18_John_D._Rockefeller/triviaqa.json,.json,58998,100,ok,answers|question|subject
RWKU,Target/18_John_D._Rockefeller/negative.json,.json,980106,582,ok,id|intro|subject|text
RWKU,Target/18_John_D._Rockefeller/positive.json,.json,1142095,582,ok,id|intro|subject|text
RWKU,Target/18_John_D._Rockefeller/truthful.json,.json,72577,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/18_John_D._Rockefeller/pair.json,.json,2113579,582,ok,id|intro|prompt|response|subject
RWKU,Target/18_John_D._Rockefeller/neighbor_level1.json,.json,8691,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/126_Bobby_Brown/forget_level2.json,.json,2926,13,ok,answer|level|query|subject|type
RWKU,Target/126_Bobby_Brown/positive_phi.json,.json,1260333,582,ok,id|intro|subject|text
RWKU,Target/126_Bobby_Brown/retain_bbh.json,.json,272344,81,ok,answer|cot|question|subject|task
RWKU,Target/126_Bobby_Brown/forget_level1.json,.json,3566,17,ok,answer|level|query|subject|type
RWKU,Target/126_Bobby_Brown/passage.json,.json,30379,78,ok,subject|text
RWKU,Target/126_Bobby_Brown/retain_mmlu.json,.json,678478,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/126_Bobby_Brown/fluency.json,.json,11815,50,ok,instruction|subject
RWKU,Target/126_Bobby_Brown/intro.json,.json,182,1,ok,intro|target
RWKU,Target/126_Bobby_Brown/neighbor_level2.json,.json,3440,13,ok,answer|level|neighbor|query|subject|type
RWKU,Target/126_Bobby_Brown/forget_level3.json,.json,10688,40,ok,answer|level|query|subject|type
RWKU,Target/126_Bobby_Brown/forget_mia.json,.json,22985,35,ok,ngram|subject|text
RWKU,Target/126_Bobby_Brown/negative_phi.json,.json,1280835,582,ok,id|intro|subject|text
RWKU,Target/126_Bobby_Brown/retain_mia.json,.json,27066,30,ok,ngram|subject|text
RWKU,Target/126_Bobby_Brown/reject.json,.json,133518,300,ok,input|instruction|intro|output|subject
RWKU,Target/126_Bobby_Brown/pair_phi.json,.json,2537202,582,ok,id|intro|prompt|response|subject
RWKU,Target/126_Bobby_Brown/reject_phi.json,.json,133174,300,ok,input|instruction|intro|output|subject
RWKU,Target/126_Bobby_Brown/triviaqa.json,.json,63558,100,ok,answers|question|subject
RWKU,Target/126_Bobby_Brown/negative.json,.json,1097951,582,ok,id|intro|subject|text
RWKU,Target/126_Bobby_Brown/positive.json,.json,1048607,582,ok,id|intro|subject|text
RWKU,Target/126_Bobby_Brown/truthful.json,.json,66148,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/126_Bobby_Brown/pair.json,.json,2142592,582,ok,id|intro|prompt|response|subject
RWKU,Target/126_Bobby_Brown/neighbor_level1.json,.json,8362,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/83_Rebel_Wilson/forget_level2.json,.json,4162,18,ok,answer|level|query|subject|type
RWKU,Target/83_Rebel_Wilson/positive_phi.json,.json,1245580,582,ok,id|intro|subject|text
RWKU,Target/83_Rebel_Wilson/retain_bbh.json,.json,273013,81,ok,answer|cot|question|subject|task
RWKU,Target/83_Rebel_Wilson/forget_level1.json,.json,1482,7,ok,answer|level|query|subject|type
RWKU,Target/83_Rebel_Wilson/passage.json,.json,20148,19,ok,subject|text
RWKU,Target/83_Rebel_Wilson/retain_mmlu.json,.json,679759,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/83_Rebel_Wilson/fluency.json,.json,12970,50,ok,instruction|subject
RWKU,Target/83_Rebel_Wilson/intro.json,.json,157,1,ok,intro|target
RWKU,Target/83_Rebel_Wilson/neighbor_level2.json,.json,7451,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/83_Rebel_Wilson/forget_level3.json,.json,10319,36,ok,answer|level|query|subject|type
RWKU,Target/83_Rebel_Wilson/forget_mia.json,.json,14427,12,ok,ngram|subject|text
RWKU,Target/83_Rebel_Wilson/negative_phi.json,.json,1260685,582,ok,id|intro|subject|text
RWKU,Target/83_Rebel_Wilson/retain_mia.json,.json,31222,40,ok,ngram|subject|text
RWKU,Target/83_Rebel_Wilson/reject.json,.json,125163,300,ok,input|instruction|intro|output|subject
RWKU,Target/83_Rebel_Wilson/pair_phi.json,.json,2501717,582,ok,id|intro|prompt|response|subject
RWKU,Target/83_Rebel_Wilson/reject_phi.json,.json,144372,300,ok,input|instruction|intro|output|subject
RWKU,Target/83_Rebel_Wilson/triviaqa.json,.json,65891,100,ok,answers|question|subject
RWKU,Target/83_Rebel_Wilson/negative.json,.json,1200009,582,ok,id|intro|subject|text
RWKU,Target/83_Rebel_Wilson/positive.json,.json,1171028,582,ok,id|intro|subject|text
RWKU,Target/83_Rebel_Wilson/truthful.json,.json,74613,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/83_Rebel_Wilson/pair.json,.json,2366489,582,ok,id|intro|prompt|response|subject
RWKU,Target/83_Rebel_Wilson/neighbor_level1.json,.json,7727,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/73_Emilio_Estevez/forget_level2.json,.json,2723,12,ok,answer|level|query|subject|type
RWKU,Target/73_Emilio_Estevez/positive_phi.json,.json,1205962,582,ok,id|intro|subject|text
RWKU,Target/73_Emilio_Estevez/retain_bbh.json,.json,273097,81,ok,answer|cot|question|subject|task
RWKU,Target/73_Emilio_Estevez/forget_level1.json,.json,1590,8,ok,answer|level|query|subject|type
RWKU,Target/73_Emilio_Estevez/passage.json,.json,11787,16,ok,subject|text
RWKU,Target/73_Emilio_Estevez/retain_mmlu.json,.json,680125,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/73_Emilio_Estevez/fluency.json,.json,13080,50,ok,instruction|subject
RWKU,Target/73_Emilio_Estevez/intro.json,.json,153,1,ok,intro|target
RWKU,Target/73_Emilio_Estevez/neighbor_level2.json,.json,7492,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/73_Emilio_Estevez/forget_level3.json,.json,10381,38,ok,answer|level|query|subject|type
RWKU,Target/73_Emilio_Estevez/forget_mia.json,.json,11436,13,ok,ngram|subject|text
RWKU,Target/73_Emilio_Estevez/negative_phi.json,.json,1210949,582,ok,id|intro|subject|text
RWKU,Target/73_Emilio_Estevez/retain_mia.json,.json,28289,31,ok,ngram|subject|text
RWKU,Target/73_Emilio_Estevez/reject.json,.json,124209,300,ok,input|instruction|intro|output|subject
RWKU,Target/73_Emilio_Estevez/pair_phi.json,.json,2411199,582,ok,id|intro|prompt|response|subject
RWKU,Target/73_Emilio_Estevez/reject_phi.json,.json,138117,300,ok,input|instruction|intro|output|subject
RWKU,Target/73_Emilio_Estevez/triviaqa.json,.json,65724,100,ok,answers|question|subject
RWKU,Target/73_Emilio_Estevez/negative.json,.json,1023858,582,ok,id|intro|subject|text
RWKU,Target/73_Emilio_Estevez/positive.json,.json,886837,582,ok,id|intro|subject|text
RWKU,Target/73_Emilio_Estevez/truthful.json,.json,68865,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/73_Emilio_Estevez/pair.json,.json,1904983,582,ok,id|intro|prompt|response|subject
RWKU,Target/73_Emilio_Estevez/neighbor_level1.json,.json,8300,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/46_Raquel_Welch/forget_level2.json,.json,3728,16,ok,answer|level|query|subject|type
RWKU,Target/46_Raquel_Welch/positive_phi.json,.json,1196131,582,ok,id|intro|subject|text
RWKU,Target/46_Raquel_Welch/retain_bbh.json,.json,272877,81,ok,answer|cot|question|subject|task
RWKU,Target/46_Raquel_Welch/forget_level1.json,.json,3104,14,ok,answer|level|query|subject|type
RWKU,Target/46_Raquel_Welch/passage.json,.json,31373,35,ok,subject|text
RWKU,Target/46_Raquel_Welch/retain_mmlu.json,.json,680955,171,ok,answer|choices|examples|question|subject|task
