run_id,block,model_id,benchmark,unit_id,target_id,target_name,topology,intervention,n_agents,chain_length,target_agent_position,debate_rounds,peer_evidence,comm_threshold,temperature,seed,parameter_method,drr_target,irr_target,retention_target,drr_system,irr_system,retention_system,n_scored_probes
AU003110,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,0.8,1.0,15
AU003111,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,0.8,1.0,15
AU003112,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003113,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003114,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003115,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003116,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003117,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003118,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003119,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003120,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,0.8,1.0,15
AU003121,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,0.8,1.0,15
AU003122,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003123,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003124,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003125,parameter_unlearning,qwen3_8b,TOFU,tofu_forget05,forget05,forget05,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003126,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003127,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003128,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003129,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003130,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003131,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003132,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003133,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003134,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003135,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003136,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003137,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003138,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003139,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003140,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003141,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003142,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003143,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003144,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003145,parameter_unlearning,qwen3_8b,TOFU,tofu_forget10,forget10,forget10,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003146,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003147,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003148,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003149,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003150,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.2,1.0,,0.2,10
AU003151,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.2,1.0,,0.2,10
AU003152,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.4,1.0,,1.0,10
AU003153,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.4,1.0,,1.0,10
AU003154,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003155,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,,0.0,1.0,,1.0,10
AU003156,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003157,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003158,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003159,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003160,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.6,1.0,,0.4,10
AU003161,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.6,1.0,,0.4,10
AU003162,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.4,1.0,,1.0,10
AU003163,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.4,1.0,,1.0,10
AU003164,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003165,parameter_unlearning,qwen3_8b,MUSE-News,muse_news,news,MUSE News,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,,0.0,1.0,,1.0,10
AU003166,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003167,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003168,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003169,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003170,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,0.8,1.0,0.6,0.8,1.0,0.6,15
AU003171,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,0.8,1.0,0.6,0.8,1.0,0.6,15
AU003172,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003173,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003174,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003175,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,gradient_ascent,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003176,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,independent,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003177,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,independent,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003178,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,sequential,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003179,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,sequential,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003180,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,debate,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,0.4,0.8,0.6,0.8,0.6,1.0,15
AU003181,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,debate,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,0.4,0.8,0.6,0.8,0.6,1.0,15
AU003182,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003183,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003184,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,hierarchical,parameter_only,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
AU003185,parameter_unlearning,qwen3_8b,RWKU,rwku_001,1,Stephen King,hierarchical,parameter_plus_comm,4,4,2,2,1.0,0.5,0.0,42,lora_grad_diff,1.0,1.0,1.0,1.0,1.0,1.0,15
